TF1	TF2
ZNF132	ZNF780B
ZNF132	ZNF782
ZNF132	ZNF790
ZNF132	ZNF791
ZNF132	ZNF792
ZNF132	ZNF793
ZNF132	ZNF8
ZNF132	ZNF813
ZNF132	ZNF814
ZNF132	ZNF823
ZNF132	ZNF829
ZNF132	ZNF836
ZNF132	ZNF841
ZNF132	ZNF845
ZNF132	ZNF860
ZNF132	ZNF879
ZNF132	ZNF91
ZNF132	ZNF93
ZNF132	ZNF98
ZNF132	ZNF99
ZNF133	ZNF14
ZNF133	ZNF140
ZNF133	ZNF154
ZNF133	ZNF155
ZNF133	ZNF157
ZNF133	ZNF160
ZNF133	ZNF17
ZNF133	ZNF175
ZNF133	ZNF177
ZNF133	ZNF182
ZNF133	ZNF184
ZNF133	ZNF195
ZNF133	ZNF2
ZNF133	ZNF205
ZNF133	ZNF208
ZNF133	ZNF214
ZNF133	ZNF221
ZNF133	ZNF225
ZNF133	ZNF226
ZNF133	ZNF227
ZNF133	ZNF23
ZNF133	ZNF230
ZNF133	ZNF233
ZNF133	ZNF234
ZNF133	ZNF235
ZNF133	ZNF25
ZNF133	ZNF250
ZNF133	ZNF251
ZNF133	ZNF256
ZNF133	ZNF257
ZNF133	ZNF263
ZNF133	ZNF264
ZNF133	ZNF267
ZNF133	ZNF268
ZNF133	ZNF273
ZNF133	ZNF283
ZNF133	ZNF284
ZNF133	ZNF292
ZNF133	ZNF30
ZNF133	ZNF311
ZNF133	ZNF317
ZNF133	ZNF324
ZNF133	ZNF324B
ZNF133	ZNF331
ZNF133	ZNF337
ZNF133	ZNF33A
ZNF133	ZNF33B
ZNF133	ZNF34
ZNF133	ZNF347
ZNF133	ZNF350
ZNF133	ZNF354A
ZNF133	ZNF354B
ZNF133	ZNF354C
ZNF133	ZNF37A
ZNF133	ZNF382
ZNF133	ZNF383
ZNF133	ZNF404
ZNF133	ZNF416
ZNF133	ZNF420
ZNF133	ZNF425
ZNF133	ZNF426
ZNF133	ZNF429
ZNF133	ZNF431
ZNF133	ZNF432
ZNF133	ZNF433
ZNF133	ZNF436
ZNF133	ZNF439
ZNF133	ZNF44
ZNF133	ZNF440
ZNF133	ZNF442
ZNF133	ZNF45
ZNF133	ZNF454
ZNF133	ZNF460
ZNF133	ZNF461
ZNF133	ZNF468
ZNF133	ZNF470
ZNF133	ZNF471
ZNF133	ZNF473
ZNF133	ZNF480
ZNF133	ZNF484
ZNF133	ZNF490
ZNF133	ZNF492
ZNF133	ZNF506
ZNF133	ZNF510
ZNF133	ZNF513
ZNF133	ZNF514
ZNF133	ZNF517
ZNF133	ZNF527
ZNF133	ZNF528
ZNF133	ZNF529
ZNF133	ZNF530
ZNF133	ZNF534
ZNF133	ZNF543
ZNF133	ZNF548
ZNF133	ZNF549
ZNF133	ZNF554
ZNF133	ZNF555
ZNF133	ZNF557
ZNF133	ZNF558
ZNF133	ZNF560
ZNF133	ZNF562
ZNF133	ZNF563
ZNF133	ZNF564
ZNF133	ZNF565
ZNF133	ZNF567
ZNF133	ZNF568
ZNF133	ZNF569
ZNF133	ZNF57
ZNF133	ZNF571
ZNF133	ZNF583
ZNF133	ZNF584
ZNF133	ZNF585A
ZNF133	ZNF587
ZNF133	ZNF599
ZNF133	ZNF600
ZNF133	ZNF605
ZNF133	ZNF606
ZNF133	ZNF607
ZNF133	ZNF610
ZNF133	ZNF611
ZNF133	ZNF613
ZNF133	ZNF614
ZNF133	ZNF616
ZNF133	ZNF619
ZNF133	ZNF621
ZNF133	ZNF623
ZNF133	ZNF624
ZNF133	ZNF627
ZNF133	ZNF649
ZNF133	ZNF658
ZNF133	ZNF662
ZNF133	ZNF665
ZNF133	ZNF667
ZNF133	ZNF669
ZNF133	ZNF674
ZNF133	ZNF675
ZNF133	ZNF676
ZNF133	ZNF677
ZNF133	ZNF679
ZNF133	ZNF684
ZNF133	ZNF689
ZNF133	ZNF699
ZNF133	ZNF7
ZNF133	ZNF700
ZNF133	ZNF708
ZNF133	ZNF714
ZNF133	ZNF716
ZNF133	ZNF721
ZNF133	ZNF726
ZNF133	ZNF729
ZNF133	ZNF749
ZNF133	ZNF764
ZNF133	ZNF766
ZNF133	ZNF768
ZNF133	ZNF77
ZNF133	ZNF780B
ZNF133	ZNF782
ZNF133	ZNF790
ZNF133	ZNF791
ZNF133	ZNF792
ZNF133	ZNF793
ZNF133	ZNF8
ZNF133	ZNF813
ZNF133	ZNF814
ZNF133	ZNF823
ZNF133	ZNF829
ZNF133	ZNF836
ZNF133	ZNF841
ZNF133	ZNF845
ZNF133	ZNF860
ZNF133	ZNF879
ZNF133	ZNF91
ZNF133	ZNF93
ZNF133	ZNF98
ZNF133	ZNF99
ZNF14	ZNF140
ZNF14	ZNF154
ZNF14	ZNF155
ZNF14	ZNF157
ZNF14	ZNF160
ZNF14	ZNF17
ZNF14	ZNF175
ZNF14	ZNF177
ZNF14	ZNF182
ZNF14	ZNF184
ZNF14	ZNF195
ZNF14	ZNF2
ZNF14	ZNF205
ZNF14	ZNF208
ZNF14	ZNF214
ZNF14	ZNF221
ZNF14	ZNF225
ZNF14	ZNF226
ZNF14	ZNF227
ZNF14	ZNF23
ZNF14	ZNF230
ZNF14	ZNF233
ZNF14	ZNF234
ZNF14	ZNF235
ZNF14	ZNF25
ZNF14	ZNF250
ZNF14	ZNF251
ZNF14	ZNF256
ZNF14	ZNF257
ZNF14	ZNF263
ZNF14	ZNF264
ZNF14	ZNF267
ZNF14	ZNF268
ZNF14	ZNF273
ZNF14	ZNF283
ZNF14	ZNF284
ZNF14	ZNF292
ZNF14	ZNF30
ZNF14	ZNF311
ZNF14	ZNF317
ZNF14	ZNF324
ZNF14	ZNF324B
ZNF14	ZNF331
ZNF14	ZNF337
ZNF14	ZNF33A
ZNF14	ZNF33B
ZNF14	ZNF34
ZNF14	ZNF347
ZNF14	ZNF350
ZNF14	ZNF354A
ZNF14	ZNF354B
ZNF14	ZNF354C
ZNF14	ZNF37A
ZNF14	ZNF382
ZNF14	ZNF383
ZNF14	ZNF404
ZNF14	ZNF416
ZNF14	ZNF420
ZNF14	ZNF425
ZNF14	ZNF426
ZNF14	ZNF429
ZNF14	ZNF431
ZNF14	ZNF432
ZNF14	ZNF433
ZNF14	ZNF436
ZNF14	ZNF439
ZNF14	ZNF44
ZNF14	ZNF440
ZNF14	ZNF442
ZNF14	ZNF45
ZNF14	ZNF454
ZNF14	ZNF460
ZNF14	ZNF461
ZNF14	ZNF468
ZNF14	ZNF470
ZNF14	ZNF471
ZNF14	ZNF473
ZNF14	ZNF480
ZNF14	ZNF484
ZNF14	ZNF490
ZNF14	ZNF492
ZNF14	ZNF506
ZNF14	ZNF510
ZNF14	ZNF513
ZNF14	ZNF514
ZNF14	ZNF517
ZNF14	ZNF527
ZNF14	ZNF528
ZNF14	ZNF529
ZNF14	ZNF530
ZNF14	ZNF534
ZNF14	ZNF543
ZNF14	ZNF548
ZNF14	ZNF549
ZNF14	ZNF554
ZNF14	ZNF555
ZNF14	ZNF557
ZNF14	ZNF558
ZNF14	ZNF560
ZNF14	ZNF562
ZNF14	ZNF563
ZNF14	ZNF564
ZNF14	ZNF565
ZNF14	ZNF567
ZNF14	ZNF568
ZNF14	ZNF569
ZNF14	ZNF57
ZNF14	ZNF571
ZNF14	ZNF583
ZNF14	ZNF584
ZNF14	ZNF585A
ZNF14	ZNF587
ZNF14	ZNF599
ZNF14	ZNF600
ZNF14	ZNF605
ZNF14	ZNF606
ZNF14	ZNF607
ZNF14	ZNF610
ZNF14	ZNF611
ZNF14	ZNF613
ZNF14	ZNF614
ZNF14	ZNF616
ZNF14	ZNF619
ZNF14	ZNF621
ZNF14	ZNF623
ZNF14	ZNF624
ZNF14	ZNF627
ZNF14	ZNF649
ZNF14	ZNF658
ZNF14	ZNF662
ZNF14	ZNF665
ZNF14	ZNF667
ZNF14	ZNF669
ZNF14	ZNF674
ZNF14	ZNF675
ZNF14	ZNF676
ZNF14	ZNF677
ZNF14	ZNF679
ZNF14	ZNF684
ZNF14	ZNF689
ZNF14	ZNF699
ZNF14	ZNF7
ZNF14	ZNF700
ZNF14	ZNF708
ZNF14	ZNF714
ZNF14	ZNF716
ZNF14	ZNF721
ZNF14	ZNF726
ZNF14	ZNF729
ZNF14	ZNF749
ZNF14	ZNF764
ZNF14	ZNF766
ZNF14	ZNF768
ZNF14	ZNF77
ZNF14	ZNF780B
ZNF14	ZNF782
ZNF14	ZNF790
ZNF14	ZNF791
ZNF14	ZNF792
ZNF14	ZNF793
ZNF14	ZNF8
ZNF14	ZNF813
ZNF14	ZNF814
ZNF14	ZNF823
ZNF14	ZNF829
ZNF14	ZNF836
ZNF14	ZNF841
ZNF14	ZNF845
ZNF14	ZNF860
ZNF14	ZNF879
ZNF14	ZNF91
ZNF14	ZNF93
ZNF14	ZNF98
ZNF14	ZNF99
ZNF140	ZNF154
ZNF140	ZNF155
ZNF140	ZNF157
ZNF140	ZNF160
ZNF140	ZNF17
ZNF140	ZNF175
ZNF140	ZNF177
ZNF140	ZNF182
ZNF140	ZNF184
ZNF140	ZNF195
ZNF140	ZNF2
ZNF140	ZNF205
ZNF140	ZNF208
ZNF140	ZNF214
ZNF140	ZNF221
ZNF140	ZNF225
ZNF140	ZNF226
ZNF140	ZNF227
ZNF140	ZNF23
ZNF140	ZNF230
ZNF140	ZNF233
ZNF140	ZNF234
ZNF140	ZNF235
ZNF140	ZNF25
ZNF140	ZNF250
ZNF140	ZNF251
ZNF140	ZNF256
ZNF140	ZNF257
ZNF140	ZNF263
ZNF140	ZNF264
ZNF140	ZNF267
ZNF140	ZNF268
ZNF140	ZNF273
ZNF140	ZNF283
ZNF140	ZNF284
ZNF140	ZNF292
ZNF140	ZNF30
ZNF140	ZNF311
ZNF140	ZNF317
ZNF140	ZNF324
ZNF140	ZNF324B
ZNF140	ZNF331
ZNF140	ZNF337
ZNF140	ZNF33A
ZNF140	ZNF33B
ZNF140	ZNF34
ZNF140	ZNF347
ZNF140	ZNF350
ZNF140	ZNF354A
ZNF140	ZNF354B
ZNF140	ZNF354C
ZNF140	ZNF37A
ZNF140	ZNF382
ZNF140	ZNF383
ZNF140	ZNF404
ZNF140	ZNF416
ZNF140	ZNF420
ZNF140	ZNF425
ZNF140	ZNF426
ZNF140	ZNF429
ZNF140	ZNF431
ZNF140	ZNF432
ZNF140	ZNF433
ZNF140	ZNF436
ZNF140	ZNF439
ZNF140	ZNF44
ZNF140	ZNF440
ZNF140	ZNF442
ZNF140	ZNF45
ZNF140	ZNF454
ZNF140	ZNF460
ZNF140	ZNF461
ZNF140	ZNF468
ZNF140	ZNF470
ZNF140	ZNF471
ZNF140	ZNF473
ZNF140	ZNF480
ZNF140	ZNF484
ZNF140	ZNF490
ZNF140	ZNF492
ZNF140	ZNF506
ZNF140	ZNF510
ZNF140	ZNF513
ZNF140	ZNF514
ZNF140	ZNF517
ZNF140	ZNF527
ZNF140	ZNF528
ZNF140	ZNF529
ZNF140	ZNF530
ZNF140	ZNF534
ZNF140	ZNF543
ZNF140	ZNF548
ZNF140	ZNF549
ZNF140	ZNF554
ZNF140	ZNF555
ZNF140	ZNF557
ZNF140	ZNF558
ZNF140	ZNF560
ZNF140	ZNF562
ZNF140	ZNF563
ZNF140	ZNF564
ZNF140	ZNF565
ZNF140	ZNF567
ZNF140	ZNF568
ZNF140	ZNF569
ZNF140	ZNF57
ZNF140	ZNF571
ZNF140	ZNF583
ZNF140	ZNF584
ZNF140	ZNF585A
ZNF140	ZNF587
ZNF140	ZNF599
ZNF140	ZNF600
ZNF140	ZNF605
ZNF140	ZNF606
ZNF140	ZNF607
ZNF140	ZNF610
ZNF140	ZNF611
ZNF140	ZNF613
ZNF140	ZNF614
ZNF140	ZNF616
ZNF140	ZNF619
ZNF140	ZNF621
ZNF140	ZNF623
ZNF140	ZNF624
ZNF140	ZNF627
ZNF140	ZNF649
ZNF140	ZNF658
ZNF140	ZNF662
ZNF140	ZNF665
ZNF140	ZNF667
ZNF140	ZNF669
ZNF140	ZNF674
ZNF140	ZNF675
ZNF140	ZNF676
ZNF140	ZNF677
ZNF140	ZNF679
ZNF140	ZNF684
ZNF140	ZNF689
ZNF140	ZNF699
ZNF140	ZNF7
ZNF140	ZNF700
ZNF140	ZNF708
ZNF140	ZNF714
ZNF140	ZNF716
ZNF140	ZNF721
ZNF140	ZNF726
ZNF140	ZNF729
ZNF140	ZNF749
ZNF140	ZNF764
ZNF140	ZNF766
ZNF140	ZNF768
ZNF140	ZNF77
ZNF140	ZNF780B
ZNF140	ZNF782
ZNF140	ZNF790
ZNF140	ZNF791
ZNF140	ZNF792
ZNF140	ZNF793
ZNF140	ZNF8
ZNF140	ZNF813
ZNF140	ZNF814
ZNF140	ZNF823
ZNF140	ZNF829
ZNF140	ZNF836
ZNF140	ZNF841
ZNF140	ZNF845
ZNF140	ZNF860
ZNF140	ZNF879
ZNF140	ZNF91
ZNF140	ZNF93
ZNF140	ZNF98
ZNF140	ZNF99
ZNF154	ZNF155
ZNF154	ZNF157
ZNF154	ZNF160
ZNF154	ZNF17
ZNF154	ZNF175
ZNF154	ZNF177
ZNF154	ZNF182
ZNF154	ZNF184
ZNF154	ZNF195
ZNF154	ZNF2
ZNF154	ZNF205
ZNF154	ZNF208
ZNF154	ZNF214
ZNF154	ZNF221
ZNF154	ZNF225
ZNF154	ZNF226
ZNF154	ZNF227
ZNF154	ZNF23
ZNF154	ZNF230
ZNF154	ZNF233
ZNF154	ZNF234
ZNF154	ZNF235
ZNF154	ZNF25
ZNF154	ZNF250
ZNF154	ZNF251
ZNF154	ZNF256
ZNF154	ZNF257
ZNF154	ZNF263
ZNF154	ZNF264
ZNF154	ZNF267
ZNF154	ZNF268
ZNF154	ZNF273
ZNF154	ZNF283
ZNF154	ZNF284
ZNF154	ZNF292
ZNF154	ZNF30
ZNF154	ZNF311
ZNF154	ZNF317
ZNF154	ZNF324
ZNF154	ZNF324B
ZNF154	ZNF331
ZNF154	ZNF337
ZNF154	ZNF33A
ZNF154	ZNF33B
ZNF154	ZNF34
ZNF154	ZNF347
ZNF154	ZNF350
ZNF154	ZNF354A
ZNF154	ZNF354B
ZNF154	ZNF354C
ZNF154	ZNF37A
ZNF154	ZNF382
ZNF154	ZNF383
ZNF154	ZNF404
ZNF154	ZNF416
ZNF154	ZNF420
ZNF154	ZNF425
ZNF154	ZNF426
ZNF154	ZNF429
ZNF154	ZNF431
ZNF154	ZNF432
ZNF154	ZNF433
ZNF154	ZNF436
ZNF154	ZNF439
ZNF154	ZNF44
ZNF154	ZNF440
ZNF154	ZNF442
ZNF154	ZNF45
ZNF154	ZNF454
ZNF154	ZNF460
ZNF154	ZNF461
ZNF154	ZNF468
ZNF154	ZNF470
ZNF154	ZNF471
ZNF154	ZNF473
ZNF154	ZNF480
ZNF154	ZNF484
ZNF154	ZNF490
ZNF154	ZNF492
ZNF154	ZNF506
ZNF154	ZNF510
ZNF154	ZNF513
ZNF154	ZNF514
ZNF154	ZNF517
ZNF154	ZNF527
ZNF154	ZNF528
ZNF154	ZNF529
ZNF154	ZNF530
ZNF154	ZNF534
ZNF154	ZNF543
ZNF154	ZNF548
ZNF154	ZNF549
ZNF154	ZNF554
ZNF154	ZNF555
ZNF154	ZNF557
ZNF154	ZNF558
ZNF154	ZNF560
ZNF154	ZNF562
ZNF154	ZNF563
ZNF154	ZNF564
ZNF154	ZNF565
ZNF154	ZNF567
ZNF154	ZNF568
ZNF154	ZNF569
ZNF154	ZNF57
ZNF154	ZNF571
ZNF154	ZNF583
ZNF154	ZNF584
ZNF154	ZNF585A
ZNF154	ZNF587
ZNF154	ZNF599
ZNF154	ZNF600
ZNF154	ZNF605
ZNF154	ZNF606
ZNF154	ZNF607
ZNF154	ZNF610
ZNF154	ZNF611
ZNF154	ZNF613
ZNF154	ZNF614
ZNF154	ZNF616
ZNF154	ZNF619
ZNF154	ZNF621
ZNF154	ZNF623
ZNF154	ZNF624
ZNF154	ZNF627
ZNF154	ZNF649
ZNF154	ZNF658
ZNF154	ZNF662
ZNF154	ZNF665
ZNF154	ZNF667
ZNF154	ZNF669
ZNF154	ZNF674
ZNF154	ZNF675
ZNF154	ZNF676
ZNF154	ZNF677
ZNF154	ZNF679
ZNF154	ZNF684
ZNF154	ZNF689
ZNF154	ZNF699
ZNF154	ZNF7
ZNF154	ZNF700
ZNF154	ZNF708
ZNF154	ZNF714
ZNF154	ZNF716
ZNF154	ZNF721
ZNF154	ZNF726
ZNF154	ZNF729
ZNF154	ZNF749
ZNF154	ZNF764
ZNF154	ZNF766
ZNF154	ZNF768
ZNF154	ZNF77
ZNF154	ZNF780B
ZNF154	ZNF782
ZNF154	ZNF790
ZNF154	ZNF791
ZNF154	ZNF792
ZNF154	ZNF793
ZNF154	ZNF8
ZNF154	ZNF813
ZNF154	ZNF814
ZNF154	ZNF823
ZNF154	ZNF829
ZNF154	ZNF836
ZNF154	ZNF841
ZNF154	ZNF845
ZNF154	ZNF860
ZNF154	ZNF879
ZNF154	ZNF91
ZNF154	ZNF93
ZNF154	ZNF98
ZNF154	ZNF99
ZNF155	ZNF157
ZNF155	ZNF160
ZNF155	ZNF17
ZNF155	ZNF175
ZNF155	ZNF177
ZNF155	ZNF182
ZNF155	ZNF184
ZNF155	ZNF195
ZNF155	ZNF2
ZNF155	ZNF205
ZNF155	ZNF208
ZNF155	ZNF214
ZNF155	ZNF221
ZNF155	ZNF225
ZNF155	ZNF226
ZNF155	ZNF227
ZNF155	ZNF23
ZNF155	ZNF230
ZNF155	ZNF233
ZNF155	ZNF234
ZNF155	ZNF235
ZNF155	ZNF25
ZNF155	ZNF250
ZNF155	ZNF251
ZNF155	ZNF256
ZNF155	ZNF257
ZNF155	ZNF263
ZNF155	ZNF264
ZNF155	ZNF267
ZNF155	ZNF268
ZNF155	ZNF273
ZNF155	ZNF283
ZNF155	ZNF284
ZNF155	ZNF292
ZNF155	ZNF30
ZNF155	ZNF311
ZNF155	ZNF317
ZNF155	ZNF324
ZNF155	ZNF324B
ZNF155	ZNF331
ZNF155	ZNF337
ZNF155	ZNF33A
ZNF155	ZNF33B
ZNF155	ZNF34
ZNF155	ZNF347
ZNF155	ZNF350
ZNF155	ZNF354A
ZNF155	ZNF354B
ZNF155	ZNF354C
ZNF155	ZNF37A
ZNF155	ZNF382
ZNF155	ZNF383
ZNF155	ZNF404
ZNF155	ZNF416
ZNF155	ZNF420
ZNF155	ZNF425
ZNF155	ZNF426
ZNF155	ZNF429
ZNF155	ZNF431
ZNF155	ZNF432
ZNF155	ZNF433
ZNF155	ZNF436
ZNF155	ZNF439
ZNF155	ZNF44
ZNF155	ZNF440
ZNF155	ZNF442
ZNF155	ZNF45
ZNF155	ZNF454
ZNF155	ZNF460
ZNF155	ZNF461
ZNF155	ZNF468
ZNF155	ZNF470
ZNF155	ZNF471
ZNF155	ZNF473
ZNF155	ZNF480
ZNF155	ZNF484
ZNF155	ZNF490
ZNF155	ZNF492
ZNF155	ZNF506
ZNF155	ZNF510
ZNF155	ZNF513
ZNF155	ZNF514
ZNF155	ZNF517
ZNF155	ZNF527
ZNF155	ZNF528
ZNF155	ZNF529
ZNF155	ZNF530
ZNF155	ZNF534
ZNF155	ZNF543
ZNF155	ZNF548
ZNF155	ZNF549
ZNF155	ZNF554
ZNF155	ZNF555
ZNF155	ZNF557
ZNF155	ZNF558
ZNF155	ZNF560
ZNF155	ZNF562
ZNF155	ZNF563
ZNF155	ZNF564
ZNF155	ZNF565
ZNF155	ZNF567
ZNF155	ZNF568
ZNF155	ZNF569
ZNF155	ZNF57
ZNF155	ZNF571
ZNF155	ZNF583
ZNF155	ZNF584
ZNF155	ZNF585A
ZNF155	ZNF587
ZNF155	ZNF599
ZNF155	ZNF600
ZNF155	ZNF605
ZNF155	ZNF606
ZNF155	ZNF607
ZNF155	ZNF610
ZNF155	ZNF611
ZNF155	ZNF613
ZNF155	ZNF614
ZNF155	ZNF616
ZNF155	ZNF619
ZNF155	ZNF621
ZNF155	ZNF623
ZNF155	ZNF624
ZNF155	ZNF627
ZNF155	ZNF649
ZNF155	ZNF658
ZNF155	ZNF662
ZNF155	ZNF665
ZNF155	ZNF667
ZNF155	ZNF669
ZNF155	ZNF674
ZNF155	ZNF675
ZNF155	ZNF676
ZNF155	ZNF677
ZNF155	ZNF679
ZNF155	ZNF684
ZNF155	ZNF689
ZNF155	ZNF699
ZNF155	ZNF7
ZNF155	ZNF700
ZNF155	ZNF708
ZNF155	ZNF714
ZNF155	ZNF716
ZNF155	ZNF721
ZNF155	ZNF726
ZNF155	ZNF729
ZNF155	ZNF749
ZNF155	ZNF764
ZNF155	ZNF766
ZNF155	ZNF768
ZNF155	ZNF77
ZNF155	ZNF780B
ZNF155	ZNF782
ZNF155	ZNF790
ZNF155	ZNF791
ZNF155	ZNF792
ZNF155	ZNF793
ZNF155	ZNF8
ZNF155	ZNF813
ZNF155	ZNF814
ZNF155	ZNF823
ZNF155	ZNF829
ZNF155	ZNF836
ZNF155	ZNF841
ZNF155	ZNF845
ZNF155	ZNF860
ZNF155	ZNF879
ZNF155	ZNF91
ZNF155	ZNF93
ZNF155	ZNF98
ZNF155	ZNF99
ZNF157	ZNF160
ZNF157	ZNF17
ZNF157	ZNF175
ZNF157	ZNF177
ZNF157	ZNF182
ZNF157	ZNF184
ZNF157	ZNF195
ZNF157	ZNF2
ZNF157	ZNF205
ZNF157	ZNF208
ZNF157	ZNF214
ZNF157	ZNF221
ZNF157	ZNF225
ZNF157	ZNF226
ZNF157	ZNF227
ZNF157	ZNF23
ZNF157	ZNF230
ZNF157	ZNF233
ZNF157	ZNF234
ZNF157	ZNF235
ZNF157	ZNF25
ZNF157	ZNF250
ZNF157	ZNF251
ZNF157	ZNF256
ZNF157	ZNF257
ZNF157	ZNF263
ZNF157	ZNF264
ZNF157	ZNF267
ZNF157	ZNF268
ZNF157	ZNF273
ZNF157	ZNF283
ZNF157	ZNF284
ZNF157	ZNF292
ZNF157	ZNF30
ZNF157	ZNF311
ZNF157	ZNF317
ZNF157	ZNF324
ZNF157	ZNF324B
ZNF157	ZNF331
ZNF157	ZNF337
ZNF157	ZNF33A
ZNF157	ZNF33B
ZNF157	ZNF34
ZNF157	ZNF347
ZNF157	ZNF350
ZNF157	ZNF354A
ZNF157	ZNF354B
ZNF157	ZNF354C
ZNF157	ZNF37A
ZNF157	ZNF382
ZNF157	ZNF383
ZNF157	ZNF404
ZNF157	ZNF416
ZNF157	ZNF420
ZNF157	ZNF425
ZNF157	ZNF426
ZNF157	ZNF429
ZNF157	ZNF431
ZNF157	ZNF432
ZNF157	ZNF433
ZNF157	ZNF436
ZNF157	ZNF439
ZNF157	ZNF44
ZNF157	ZNF440
ZNF157	ZNF442
ZNF157	ZNF45
ZNF157	ZNF454
ZNF157	ZNF460
ZNF157	ZNF461
ZNF157	ZNF468
ZNF157	ZNF470
ZNF157	ZNF471
ZNF157	ZNF473
ZNF157	ZNF480
ZNF157	ZNF484
ZNF157	ZNF490
ZNF157	ZNF492
ZNF157	ZNF506
ZNF157	ZNF510
ZNF157	ZNF513
ZNF157	ZNF514
ZNF157	ZNF517
ZNF157	ZNF527
ZNF157	ZNF528
ZNF157	ZNF529
ZNF157	ZNF530
ZNF157	ZNF534
ZNF157	ZNF543
ZNF157	ZNF548
ZNF157	ZNF549
ZNF157	ZNF554
ZNF157	ZNF555
ZNF157	ZNF557
ZNF157	ZNF558
ZNF157	ZNF560
ZNF157	ZNF562
ZNF157	ZNF563
ZNF157	ZNF564
ZNF157	ZNF565
ZNF157	ZNF567
ZNF157	ZNF568
ZNF157	ZNF569
ZNF157	ZNF57
ZNF157	ZNF571
ZNF157	ZNF583
ZNF157	ZNF584
ZNF157	ZNF585A
ZNF157	ZNF587
ZNF157	ZNF599
ZNF157	ZNF600
ZNF157	ZNF605
ZNF157	ZNF606
ZNF157	ZNF607
ZNF157	ZNF610
ZNF157	ZNF611
ZNF157	ZNF613
ZNF157	ZNF614
ZNF157	ZNF616
ZNF157	ZNF619
ZNF157	ZNF621
ZNF157	ZNF623
ZNF157	ZNF624
ZNF157	ZNF627
ZNF157	ZNF649
ZNF157	ZNF658
ZNF157	ZNF662
ZNF157	ZNF665
ZNF157	ZNF667
ZNF157	ZNF669
ZNF157	ZNF674
ZNF157	ZNF675
ZNF157	ZNF676
ZNF157	ZNF677
ZNF157	ZNF679
ZNF157	ZNF684
ZNF157	ZNF689
ZNF157	ZNF699
ZNF157	ZNF7
ZNF157	ZNF700
ZNF157	ZNF708
ZNF157	ZNF714
ZNF157	ZNF716
ZNF157	ZNF721
ZNF157	ZNF726
ZNF157	ZNF729
ZNF157	ZNF749
ZNF157	ZNF764
ZNF157	ZNF766
ZNF157	ZNF768
ZNF157	ZNF77
ZNF157	ZNF780B
ZNF157	ZNF782
ZNF157	ZNF790
ZNF157	ZNF791
ZNF157	ZNF792
ZNF157	ZNF793
ZNF157	ZNF8
ZNF157	ZNF813
ZNF157	ZNF814
ZNF157	ZNF823
ZNF157	ZNF829
ZNF157	ZNF836
ZNF157	ZNF841
ZNF157	ZNF845
ZNF157	ZNF860
ZNF157	ZNF879
ZNF157	ZNF91
ZNF157	ZNF93
ZNF157	ZNF98
ZNF157	ZNF99
ZNF160	ZNF17
ZNF160	ZNF175
ZNF160	ZNF177
ZNF160	ZNF182
ZNF160	ZNF184
ZNF160	ZNF195
ZNF160	ZNF2
ZNF160	ZNF205
ZNF160	ZNF208
ZNF160	ZNF214
ZNF160	ZNF221
ZNF160	ZNF225
ZNF160	ZNF226
ZNF160	ZNF227
ZNF160	ZNF23
ZNF160	ZNF230
ZNF160	ZNF233
ZNF160	ZNF234
ZNF160	ZNF235
ZNF160	ZNF25
ZNF160	ZNF250
ZNF160	ZNF251
ZNF160	ZNF256
ZNF160	ZNF257
ZNF160	ZNF263
ZNF160	ZNF264
ZNF160	ZNF267
ZNF160	ZNF268
ZNF160	ZNF273
ZNF160	ZNF283
ZNF160	ZNF284
ZNF160	ZNF292
ZNF160	ZNF30
ZNF160	ZNF311
ZNF160	ZNF317
ZNF160	ZNF324
ZNF160	ZNF324B
ZNF160	ZNF331
ZNF160	ZNF337
ZNF160	ZNF33A
ZNF160	ZNF33B
ZNF160	ZNF34
ZNF160	ZNF347
ZNF160	ZNF350
ZNF160	ZNF354A
ZNF160	ZNF354B
ZNF160	ZNF354C
ZNF160	ZNF37A
ZNF160	ZNF382
ZNF160	ZNF383
ZNF160	ZNF404
ZNF160	ZNF416
ZNF160	ZNF420
ZNF160	ZNF425
ZNF160	ZNF426
ZNF160	ZNF429
ZNF160	ZNF431
ZNF160	ZNF432
ZNF160	ZNF433
ZNF160	ZNF436
ZNF160	ZNF439
ZNF160	ZNF44
ZNF160	ZNF440
ZNF160	ZNF442
ZNF160	ZNF45
ZNF160	ZNF454
ZNF160	ZNF460
ZNF160	ZNF461
ZNF160	ZNF468
ZNF160	ZNF470
ZNF160	ZNF471
ZNF160	ZNF473
ZNF160	ZNF480
ZNF160	ZNF484
ZNF160	ZNF490
ZNF160	ZNF492
ZNF160	ZNF506
ZNF160	ZNF510
ZNF160	ZNF513
ZNF160	ZNF514
ZNF160	ZNF517
ZNF160	ZNF527
ZNF160	ZNF528
ZNF160	ZNF529
ZNF160	ZNF530
ZNF160	ZNF534
ZNF160	ZNF543
ZNF160	ZNF548
ZNF160	ZNF549
ZNF160	ZNF554
ZNF160	ZNF555
ZNF160	ZNF557
ZNF160	ZNF558
ZNF160	ZNF560
ZNF160	ZNF562
ZNF160	ZNF563
ZNF160	ZNF564
ZNF160	ZNF565
ZNF160	ZNF567
ZNF160	ZNF568
ZNF160	ZNF569
ZNF160	ZNF57
ZNF160	ZNF571
ZNF160	ZNF583
ZNF160	ZNF584
